node_id,region,cpu_cores,mem_gb,disk_gb,gpu_model,gpu_mem_gb,cost_per_hour,network_bandwidth_mbps,base_flops
node_train_0234,beijing,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.11,88835,82
node_train_0235,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.58,95724,312
node_train_0236,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.17,17403,82
node_train_0237,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.83,85438,82
node_train_0238,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.62,10743,82
node_train_0239,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.5,19393,180
node_train_0240,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.47,54330,82
node_train_0241,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.41,36839,312
node_train_0242,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.88,36891,312
node_train_0243,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.63,37952,82
node_train_0244,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.0,78641,312
node_train_0245,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.25,38153,82
node_train_0246,beijing,64 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.99,25645,312
node_train_0247,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.44,39226,82
node_train_0248,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.25,61206,82
node_train_0249,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.79,43650,312
node_train_0250,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.24,19075,82
node_train_0251,guangzhou,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.24,21613,82
node_train_0252,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.71,57785,312
node_train_0253,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.1,98523,312
node_train_0254,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.96,32396,180
node_train_0255,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.67,38724,82
node_train_0256,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.09,75122,82
node_train_0257,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.4,89733,82
node_train_0258,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.27,30098,312
node_train_0259,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.64,88677,82
node_train_0260,guangzhou,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.51,75433,82
node_train_0261,guangzhou,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.71,68289,82
node_train_0262,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,13.16,88264,180
node_train_0263,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.45,31363,82
node_train_0264,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.15,43247,312
node_train_0265,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.91,30746,82
node_train_0266,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.74,93637,82
node_train_0267,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.89,56830,82
node_train_0268,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.32,40589,82
node_train_0269,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.54,51837,180
node_train_0270,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,10.99,18420,180
node_train_0271,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.8,78482,82
node_train_0272,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.21,55187,82
node_train_0273,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.98,77131,82
node_train_0274,shanghai,64 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.88,92517,312
node_train_0275,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.92,85017,82
node_train_0276,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.54,10069,82
node_train_0277,shanghai,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,13.06,51742,180
node_train_0278,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.38,61909,82
node_train_0279,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.91,34871,82
node_train_0280,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.29,67235,82
node_train_0281,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.4,31494,82
node_train_0282,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,30.47,37821,312
node_train_0283,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,13.12,57704,180
node_train_0284,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.52,67419,82
node_train_0285,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.67,32281,82
node_train_0286,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.94,67215,180
node_train_0287,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.71,95478,82
node_train_0288,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.65,29772,82
node_train_0289,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.33,56810,312
node_train_0290,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.75,84272,312
node_train_0291,beijing,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.09,60076,82
node_train_0292,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.03,80701,82
node_train_0293,shanghai,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.55,61581,82
node_train_0294,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.29,91179,82
node_train_0295,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.39,91463,180
node_train_0296,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.33,60302,82
node_train_0297,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.64,79913,82
node_train_0298,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.39,38017,82
node_train_0299,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.3,96596,82
node_train_0300,beijing,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.13,95501,180
node_train_0301,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.38,73018,82
node_train_0302,shanghai,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.54,24934,82
node_train_0303,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.3,51600,82
node_train_0304,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.17,89810,82
node_train_0305,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.6,42031,180
node_train_0306,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.16,51683,82
node_train_0307,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.46,86945,82
node_train_0308,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.79,12114,82
node_train_0309,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.13,58003,180
node_train_0310,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.41,20835,180
node_train_0311,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.21,97606,180
node_train_0312,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.01,49392,82
node_train_0313,shanghai,128 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.96,58098,312
node_train_0314,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,13.19,57262,180
node_train_0315,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.62,63328,82
node_train_0316,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.11,67697,180
node_train_0317,beijing,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.94,51455,180
node_train_0318,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.62,21560,82
node_train_0319,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.35,74826,82
node_train_0320,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.18,84645,82
node_train_0321,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.48,81383,82
node_train_0322,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.35,96212,180
node_train_0323,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.38,37550,180
node_train_0324,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.93,10140,82
node_train_0325,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.78,68723,82
node_train_0326,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.53,12127,312
node_train_0327,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.68,14958,82
node_train_0328,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.41,23590,312
node_train_0329,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.45,10075,82
node_train_0330,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.09,35263,82
node_train_0331,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.57,35546,312
node_train_0332,beijing,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.27,40301,312
node_train_0333,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.28,95480,82
node_train_0334,shanghai,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,10.89,11048,180
node_train_0335,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.38,80008,82
node_train_0336,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.43,14285,82
node_train_0337,guangzhou,128 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.33,76708,312
node_train_0338,guangzhou,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.01,12689,180
node_train_0339,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,30.78,41137,312
node_train_0340,guangzhou,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.3,84300,82
node_train_0341,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.6,37397,82
node_train_0342,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.45,14168,82
node_train_0343,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.01,43900,82
node_train_0344,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,10.96,39525,180
node_train_0345,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.33,69928,82
node_train_0346,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.36,10913,312
node_train_0347,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.32,84080,82
node_train_0348,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.03,18278,180
node_train_0349,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,13.07,97832,180
node_train_0350,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.04,75853,82
node_train_0351,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.9,16509,82
node_train_0352,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.42,11992,180
node_train_0353,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.74,46188,82
node_train_0354,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.64,72260,82
node_train_0355,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.7,45769,312
node_train_0356,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.8,82184,180
node_train_0357,beijing,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.62,83289,82
node_train_0358,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.14,95929,82
node_train_0359,guangzhou,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.32,81012,312
node_train_0360,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.53,31005,180
node_train_0361,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.72,92088,82
node_train_0362,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.3,78609,180
node_train_0363,beijing,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.42,83836,180
node_train_0364,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.55,69025,82
node_train_0365,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.93,86377,82
node_train_0366,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.15,16321,180
node_train_0367,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.39,85955,180
node_train_0368,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.1,67591,312
node_train_0369,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.41,31298,82
node_train_0370,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.94,14343,180
node_train_0371,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.84,37620,82
node_train_0372,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.02,91121,82
node_train_0373,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.16,64945,180
node_train_0374,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.21,23723,180
node_train_0375,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.34,92126,180
node_train_0376,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.65,59616,82
node_train_0377,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.42,13670,82
node_train_0378,shanghai,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.08,90675,82
node_train_0379,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.38,94820,82
node_train_0380,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.37,99972,312
node_train_0381,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.35,29719,312
node_train_0382,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.17,26763,82
node_train_0383,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.01,50530,82
node_train_0384,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.06,34591,180
node_train_0385,beijing,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.57,72778,180
node_train_0386,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.81,75557,312
node_train_0387,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.78,47312,82
node_train_0388,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.83,71521,82
node_train_0389,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.91,16957,180
node_train_0390,beijing,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.13,87966,180
node_train_0391,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.15,16328,312
node_train_0392,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.52,74269,312
node_train_0393,beijing,128 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.31,73034,312
node_train_0394,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.95,86213,180
node_train_0395,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.17,51056,312
node_train_0396,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.28,38020,82
node_train_0397,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.26,36401,82
node_train_0398,beijing,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.02,34264,180
node_train_0399,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.27,33568,312
node_train_0400,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.18,39994,312
node_train_0401,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.4,73990,82
node_train_0402,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.68,81697,82
node_train_0403,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.26,62481,180
node_train_0404,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.69,99211,180
node_train_0405,shanghai,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.75,10240,82
node_train_0406,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.14,44112,180
node_train_0407,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,30.19,55830,312
node_train_0408,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.18,82248,180
node_train_0409,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.07,32532,312
node_train_0410,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.26,64164,82
node_train_0411,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.9,86038,312
node_train_0412,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.63,51524,82
node_train_0413,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,13.0,34599,180
node_train_0414,beijing,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.57,28140,82
node_train_0415,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.68,77483,180
node_train_0416,beijing,64 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.59,18601,312
node_train_0417,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.97,62458,312
node_train_0418,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.67,96293,180
node_train_0419,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.15,11265,312
node_train_0420,beijing,32 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.91,13605,82
node_train_0421,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.83,77778,82
node_train_0422,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.45,33136,82
node_train_0423,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.12,92885,180
node_train_0424,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.99,88280,82
node_train_0425,guangzhou,128 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.27,85822,180
node_train_0426,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.41,58695,180
node_train_0427,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.46,24243,82
node_train_0428,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.46,65572,82
node_train_0429,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.98,79792,180
node_train_0430,shanghai,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.96,53054,180
node_train_0431,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.75,91308,82
node_train_0432,guangzhou,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.64,15770,82
node_train_0433,beijing,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.34,52014,82
node_train_0434,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.88,68149,312
node_train_0435,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.79,47777,82
node_train_0436,shanghai,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.23,78218,82
node_train_0437,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,30.77,30159,312
node_train_0438,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.39,87963,180
node_train_0439,guangzhou,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.16,28294,82
node_train_0440,shanghai,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.95,87378,82
node_train_0441,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.04,49166,82
node_train_0442,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.59,51307,312
node_train_0443,guangzhou,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.01,61039,180
node_train_0444,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,30.88,39203,312
node_train_0445,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.25,35478,180
node_train_0446,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.19,66538,180
node_train_0447,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.18,15892,82
node_train_0448,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.45,55469,82
node_train_0449,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.97,37601,82
node_train_0450,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.25,44821,180
node_train_0451,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.67,10088,82
node_train_0452,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.56,92059,180
node_train_0453,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.83,75924,180
node_train_0454,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.66,23720,312
node_train_0455,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.41,13114,312
node_train_0456,beijing,32 cores,512 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.04,15452,312
node_train_0457,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.29,52215,180
node_train_0458,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.35,34020,180
node_train_0459,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.15,85308,312
node_train_0460,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.85,38361,180
node_train_0461,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.92,57808,82
node_train_0462,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.84,58220,82
node_train_0463,beijing,64 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.55,59553,180
node_train_0464,beijing,128 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,10.95,82968,180
node_train_0465,guangzhou,128 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.45,43309,312
node_train_0466,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.93,89948,82
node_train_0467,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.02,31892,82
