node_id,region,cpu_cores,mem_gb,disk_gb,gpu_model,gpu_mem_gb,cost_per_hour,network_bandwidth_mbps
node_train_0311,beijing,128,512,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0312,guangzhou,64,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0313,guangzhou,64,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0314,shanghai,128,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0315,shanghai,128,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0316,shanghai,256,512,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0317,shanghai,256,256,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0318,shanghai,256,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0319,guangzhou,128,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0320,shanghai,128,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0321,beijing,256,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0322,guangzhou,256,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0323,beijing,128,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0324,shanghai,256,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0325,shanghai,256,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0326,guangzhou,128,256,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0327,beijing,128,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0328,shanghai,64,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0329,guangzhou,256,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0330,shanghai,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0331,beijing,128,1024,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0332,beijing,256,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0333,guangzhou,128,256,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0334,guangzhou,128,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0335,beijing,128,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0336,guangzhou,256,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0337,guangzhou,256,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0338,shanghai,256,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0339,beijing,64,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0340,shanghai,64,256,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0341,beijing,64,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0342,shanghai,128,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0343,shanghai,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0344,guangzhou,64,256,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0345,guangzhou,64,1024,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0346,shanghai,256,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0347,shanghai,128,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0348,beijing,128,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0349,guangzhou,256,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0350,guangzhou,128,256,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0351,guangzhou,64,256,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0352,beijing,64,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0353,beijing,64,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0354,beijing,64,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0355,beijing,256,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0356,beijing,128,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0357,beijing,128,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0358,shanghai,256,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0359,shanghai,128,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0360,shanghai,64,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0361,shanghai,64,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0362,shanghai,256,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0363,shanghai,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0364,shanghai,64,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0365,beijing,256,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0366,shanghai,256,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0367,beijing,64,512,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0368,guangzhou,64,1024,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0369,guangzhou,128,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0370,shanghai,256,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0371,guangzhou,128,1024,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0372,shanghai,64,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0373,shanghai,128,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0374,guangzhou,64,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0375,beijing,64,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0376,guangzhou,64,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0377,shanghai,128,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0378,beijing,128,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0379,shanghai,256,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0380,beijing,128,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0381,beijing,256,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0382,beijing,256,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0383,guangzhou,256,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0384,shanghai,128,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0385,guangzhou,64,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0386,beijing,128,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0387,shanghai,128,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0388,guangzhou,64,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0389,guangzhou,64,512,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0390,guangzhou,256,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0391,guangzhou,64,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0392,guangzhou,128,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0393,guangzhou,256,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0394,guangzhou,128,1024,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0395,shanghai,128,256,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0396,shanghai,64,256,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0397,beijing,128,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0398,guangzhou,256,256,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0399,guangzhou,64,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0400,beijing,64,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0401,guangzhou,128,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0402,guangzhou,256,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0403,shanghai,256,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0404,beijing,128,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0405,guangzhou,256,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0406,shanghai,256,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0407,beijing,256,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0408,guangzhou,128,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0409,guangzhou,256,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0410,beijing,128,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0411,shanghai,64,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0412,beijing,128,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0413,shanghai,64,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0414,beijing,64,512,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0415,guangzhou,128,256,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0416,shanghai,128,1024,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0417,shanghai,128,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0418,beijing,128,256,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0419,guangzhou,256,1024,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0420,shanghai,64,512,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0421,beijing,128,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0422,beijing,64,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0423,beijing,256,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0424,guangzhou,64,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0425,guangzhou,128,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0426,beijing,256,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0427,shanghai,64,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0428,guangzhou,256,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0429,beijing,256,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0430,guangzhou,64,512,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0431,beijing,256,1024,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0432,guangzhou,256,512,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0433,shanghai,256,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0434,guangzhou,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0435,beijing,64,256,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0436,beijing,128,256,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0437,beijing,128,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0438,guangzhou,128,512,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0439,beijing,128,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0440,shanghai,128,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0441,shanghai,256,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0442,beijing,128,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0443,guangzhou,128,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0444,beijing,128,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0445,shanghai,128,256,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0446,guangzhou,128,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0447,guangzhou,128,256,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0448,shanghai,128,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0449,guangzhou,128,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0450,beijing,256,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0451,guangzhou,256,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0452,beijing,256,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0453,beijing,64,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0454,shanghai,128,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0455,beijing,256,512,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0456,shanghai,64,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0457,shanghai,128,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0458,beijing,64,256,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0459,shanghai,256,512,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0460,shanghai,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0461,guangzhou,128,1024,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0462,beijing,64,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0463,guangzhou,128,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0464,guangzhou,128,1024,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0465,guangzhou,128,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0466,guangzhou,256,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0467,guangzhou,64,256,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0468,beijing,128,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0469,guangzhou,128,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0470,guangzhou,64,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0471,guangzhou,256,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0472,shanghai,256,256,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0473,guangzhou,64,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0474,guangzhou,128,256,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0475,guangzhou,64,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0476,beijing,64,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0477,beijing,64,512,8000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0478,shanghai,256,512,2000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0479,beijing,256,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0480,guangzhou,128,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0481,guangzhou,256,256,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0482,beijing,64,1024,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0483,guangzhou,128,1024,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0484,beijing,64,1024,8000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0485,guangzhou,64,1024,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0486,guangzhou,64,512,8000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0487,shanghai,256,512,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0488,guangzhou,128,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0489,guangzhou,64,256,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0490,shanghai,128,256,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0491,beijing,128,1024,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0492,shanghai,128,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0493,guangzhou,64,512,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0494,beijing,128,512,2000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0495,beijing,64,512,4000,NVIDIA A100-SXM4-80GB,80,3.5,20000
node_train_0496,shanghai,64,256,4000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0497,guangzhou,128,256,2000,NVIDIA RTX 4090-24GB,24,1.2,5000
node_train_0498,guangzhou,128,512,4000,NVIDIA L40S-48GB,48,2.0,10000
node_train_0499,beijing,64,512,8000,NVIDIA L40S-48GB,48,2.0,10000
